ftp_data,0,9,0,0,0,0,0,0,0,185,119,0.5,0
domain_u,0,46,128,0,0,0,0,0,0,255,253,0,0
ftp_data,0,1766,0,0,0,0,0,0,0,255,6,0.02,0
remote_job,0,0,0,0,0,0,0,0,0.06,255,4,0,1
other,9015,1,0,0,0,0,0,1,0,255,2,1,1
finger,7,8,135,0,0,0,0,0,0,196,6,0.01,0
http,0,266,529,0,0,0,0,0,0,94,255,0.01,0
ftp_data,0,245,0,0,0,0,0,0,0.67,99,68,0.32,0
http,0,295,465,0,0,0,0,0,0,69,255,0.01,0
gopher,0,0,0,0,0,0,0,0,0.11,255,12,0,1
http,0,228,6834,0,0,0,0,0,0,18,19,0.06,0
ecr_i,0,1032,0,0,0,0,0,0,0,255,212,0.83,1
imap4,0,0,0,0,0,0,0,1,0.06,255,15,0,1
private,0,0,0,0,0,0,0,0,0.07,255,19,0,1
whois,0,0,0,0,0,0,0,0,0.05,255,3,0,1
http,0,0,0,0,0,0,0,1,0,118,195,0.01,0
other,0,0,0,0,0,0,0,0.89,0.95,255,1,0,1
other,0,1,0,0,0,0,0,0,0.09,255,6,1,1
iso_tsap,0,0,0,0,0,0,0,0,0.06,255,11,0,1
ecr_i,0,30,0,0,0,0,0,0,0,247,247,1,0
smtp,1,2078,333,0,0,0,0,0,0,89,117,0.01,0
ftp_data,0,19,0,0,0,0,0,0,0,201,5,0.02,0
smtp,0,661,329,0,0,0,0,0,0,163,69,0.01,0
private,0,28,0,0,0,0,0,0.03,0.06,255,34,0.13,1
ftp_data,0,0,0,0,0,0,0,0,0.14,255,42,0,1
private,0,0,0,0,0,0,0,0,0.07,255,18,0,1
private,0,0,0,0,0,0,0,0,0.06,255,15,0,1
smtp,0,1075,364,0,0,0,0,0,0,255,100,0,0
http,0,223,656,0,0,0,0,0,0,172,255,0.01,0
ftp,15159,350,1185,6,0,0,0,0,0,255,142,0,1
http,0,233,2470,0,0,0,0,0,0,32,255,0.03,0
private,0,0,0,0,0,0,0,0,0.07,255,9,0,1
echo,0,0,0,0,0,0,0,0,0.06,255,17,0,1
http,0,201,1938,0,0,0,0,0,0,44,255,0.02,0
http,0,271,4781,0,0,0,0,0,0,11,28,0.09,0
ftp_data,0,14416,0,0,0,0,0,0,0,205,50,0.19,0
http,0,227,11564,0,0,0,0,0,0,41,52,0.02,0
private,0,0,0,0,0,0,0,1,0.52,255,1,1,1
http,0,225,2445,0,0,0,0,0,0,255,255,0,0
http,0,176,426,0,0,0,0,0,0,255,255,0,0
klogin,0,0,0,0,0,0,0,0,0.06,255,14,0,1
http,0,227,762,0,0,0,0,0,0,202,255,0,0
smtp,0,855,575,0,0,0,0,0,0,255,20,0,0
smtp,0,944,330,0,0,0,0,0,0,214,166,0,0
smtp,0,954,326,0,0,0,0,0,1,28,104,0.04,0
uucp_path,0,0,0,0,0,0,0,0,0.06,255,18,0,1
http,0,166,34660,0,0,0,0,0,0,16,255,0.06,0
http,0,306,2698,0,0,0,0,0,0,255,240,0,0
netbios_ns,0,0,0,0,0,0,0,0,0.05,255,19,0,1
private,0,0,0,0,0,0,0,0.94,1,255,1,0,1
ecr_i,0,1480,0,0,0,0,0,0,0,2,38,1,1
iso_tsap,0,0,0,0,0,0,0,0,0.05,255,17,0,1
http,0,313,8549,0,0,0,0,0,0,255,255,0,0
link,0,0,0,0,0,0,0,0,0.05,255,22,0,1
sunrpc,0,0,0,0,0,0,0,0,0.06,255,16,0,1
http,0,285,6008,0,0,0,0,0,0,128,255,0.01,0
http,0,226,1411,0,0,0,0,0,0,37,255,0.03,0
http,0,256,12984,0,0,0,0,0,0,34,255,0.03,0
smtp,1,3740,449,0,0,0,0,0,0,193,185,0.01,0
http,0,224,449,0,0,0,0,0,0,39,255,0.03,0
login,0,0,0,0,0,0,0,0,0.07,255,3,0,1
ftp_data,4,832,0,0,0,0,0,0,0,3,28,1,1
finger,0,0,0,0,0,0,0,0,0.06,255,20,0,1
eco_i,0,8,0,0,0,0,0,0,0,1,25,1,1
http,0,201,169,0,0,0,0,0,0,29,255,0.03,0
http,0,285,304,0,0,0,0,0,0,101,255,0.01,0
kshell,0,0,0,0,0,0,0,0,0.05,255,24,0,1
ftp_data,0,7422,0,0,0,0,0,0,0,255,44,0.17,0
http,0,198,12884,0,0,0,0,0,0,2,2,0.5,0
smtp,20,2310,328,0,0,0,0,0,0,255,157,0,0
http,0,331,955,0,0,0,0,0,0,38,255,0.03,0
urp_i,0,65,0,0,0,0,0,0,0.22,255,16,0.06,0
private,0,28,0,0,0,0,0,0,0,255,71,0.28,1
domain_u,0,45,77,0,0,0,0,0,0,255,232,0,0
ftp,0,0,0,0,0,0,0,1,0.06,255,3,0,1
auth,0,0,0,0,0,0,0,0,0.07,255,7,0,1
kshell,0,0,0,0,0,0,0,0,0.07,255,2,0,1
finger,0,9,142,0,0,0,0,0,0,235,12,0,0
http,0,283,912,0,0,0,0,0,0,75,255,0.01,0
http,0,221,1789,0,0,0,0,0,0,73,255,0.01,0
eco_i,0,18,0,0,0,0,0,0,0,1,123,1,1
vmnet,0,0,0,0,0,0,0,0,0.06,255,3,0,1
telnet,0,0,0,0,0,0,0,0,0.13,255,52,0,1
ftp_data,0,0,0,0,0,0,0,0,0.06,255,8,0,1
http,0,302,1380,0,0,0,0,0,0,212,187,0,0
private,0,0,0,0,0,0,0,0,0.09,255,9,0,1
eco_i,0,8,0,0,0,0,0,0,0,2,60,1,1
private,0,0,0,0,0,0,0,0,0.06,255,19,0,1
http,0,355,870,0,0,0,0,0,0,255,255,0,0
eco_i,0,8,0,0,0,0,0,0,0,1,63,1,1
telnet,18,106,1468,0,0,0,0,0,0,117,1,0.01,0
http,0,286,1423,0,0,0,0,0,0,64,255,0.02,0
other,9235,1,0,0,0,0,0,1,0,255,2,1,1
sql_net,0,0,0,0,0,0,0,0,0,255,1,1,1
ecr_i,0,1032,0,0,0,0,0,0,0,255,46,0.18,1
http,0,168,9551,0,0,0,0,0,0,230,255,0.01,0
http,0,238,864,0,0,0,0,0,0,137,255,0.01,0
private,0,0,0,0,0,0,0,1,0,255,1,0.36,1
http,0,291,10369,0,0,0,0,0,0,13,255,0.08,0
vmnet,0,0,0,0,0,0,0,0,0.05,255,22,0,1
smtp,0,749,330,0,0,0,0,0,0,27,129,0.04,0
http,0,198,6924,0,0,0,0,0,0,230,255,0,0
mtp,0,0,0,0,0,0,0,1,0.06,255,11,0,1
http,0,167,709,0,0,0,0,0,0,5,255,0.2,0
http,0,241,851,0,0,0,0,0,0,127,255,0.01,0
http,0,337,3360,0,0,0,0,0,0,255,255,0,0
smtp,0,729,328,0,0,0,0,0,0,106,156,0.01,0
eco_i,0,8,0,0,0,0,0,0,0,1,111,1,1
csnet_ns,0,0,0,0,0,0,0,0,0.06,255,4,0,1
http,0,222,1483,0,0,0,0,0,0,255,255,0.01,0
auth,0,0,0,0,0,0,0,1,0.06,255,14,0,1
http,0,0,0,0,0,0,0,1,0,7,255,0.14,0
domain_u,0,46,134,0,0,0,0,0,0,255,255,0,0
http,0,246,2719,0,0,0,0,0,0,1,255,1,0
http,0,222,771,0,0,0,0,0,0,45,255,0.02,0
vmnet,0,0,0,0,0,0,0,0,0.05,255,10,0,1
private,0,0,0,0,0,0,0,0,0.06,255,10,0,1
telnet,409,279,9598,0,2,0,0,0,0,251,113,0,0
http,0,226,651,0,0,0,0,0,0,255,255,0.01,0
http,0,299,447,0,0,0,0,0,0,255,255,0,0
http,0,0,0,0,0,0,0,0,0.29,94,26,0.01,1
ftp_data,0,12,0,0,0,0,0,0,0,11,88,0.36,0
http,0,281,1951,0,0,0,0,0,0,77,255,0.01,0
bgp,0,0,0,0,0,0,0,0,0.05,255,25,0,1
domain_u,0,42,42,0,0,0,0,0,0,255,245,0.01,0
ftp,0,0,0,0,0,0,0,0,0.06,255,7,0,1
time,0,0,0,0,0,0,0,0,0.07,255,9,0,1
http,0,263,453,0,0,0,0,0,0,255,255,0,0
private,36613,1,0,0,0,0,0,1,0,255,2,1,1
ftp,0,0,0,0,0,0,0,1,0,212,43,0,0
private,0,0,0,0,0,0,0,0,0.06,255,30,0,1
sql_net,0,0,0,0,0,0,0,0,0.07,255,18,0,1
http,0,283,1980,0,0,0,0,0,0,18,255,0.06,0
http,0,161,5530,0,0,0,0,0,0,2,255,0.5,0
http,0,211,321,0,0,0,0,0,0,211,255,0,0
http,0,201,1701,0,0,0,0,0,0,32,255,0.03,0
eco_i,0,8,0,0,0,0,0,0,0,4,112,1,1
other,0,147,0,0,0,0,0,0,0.67,255,1,0.95,0
private,0,0,0,0,0,0,0,0,0.05,255,5,0,1
ftp_data,0,567,0,0,0,0,0,0,0,53,38,0.25,0
hostnames,0,0,0,0,0,0,0,1,0.07,255,2,0,1
telnet,0,0,0,0,0,0,0,0.03,0.09,255,52,0,1
ftp_data,5043,5131424,0,4,0,0,0,0,0,7,42,1,1
http,0,320,420,0,0,0,0,0,0,255,255,0.01,0
eco_i,0,8,0,0,0,0,0,0,0,1,61,1,1
smtp,0,0,0,0,0,0,0,0,0,160,101,0.01,0
http,0,204,1229,0,0,0,0,0,0,54,255,0.02,0
time,0,0,0,0,0,0,0,1,0,255,1,0.15,1
ftp_data,0,10389,0,0,0,0,0,0,0,255,81,0.31,0
uucp,0,0,0,0,0,0,0,0,0.06,255,13,0,1
http,0,344,573,0,0,0,0,0,0,255,255,0,0
exec,0,0,0,0,0,0,0,1,0.06,255,9,0,1
netbios_dgm,0,0,0,0,0,0,0,0,0.05,255,19,0,1
http,0,243,821,0,0,0,0,0,0,107,255,0.01,0
ecr_i,0,1032,0,0,0,0,0,0,0,255,255,1,1
eco_i,0,8,0,0,0,0,0,0,0,1,11,1,1
private,0,0,0,0,0,0,0,0.83,1,255,1,0,1
private,0,105,146,0,0,0,0,0,0.67,255,239,0.01,0
private,0,0,0,0,0,0,0,0,0.05,255,17,0,1
smtp,1,1080,327,0,0,0,0,0,0,202,154,0,0
telnet,0,0,0,0,0,0,0,0,0.05,255,7,0,1
private,0,0,0,0,0,0,0,0,0.07,255,14,0,1
Z39_50,0,0,0,0,0,0,0,0,0.06,255,5,0,1
smtp,0,657,326,0,0,0,0,0,1,255,11,0,0
http_443,0,0,0,0,0,0,0,0,0.06,255,3,0,1
http,0,284,765,0,0,0,0,0,0,255,255,0.01,0
http,0,261,15455,0,0,0,0,0,0,255,255,0,0
http,0,317,315,0,0,0,0,0,0,255,255,0,0
domain_u,0,33,0,0,0,0,0,0,0,255,36,0.14,0
private,0,0,0,0,0,0,0,1,1,255,1,0.56,1
private,0,0,0,0,0,0,0,1,0,255,1,0.64,1
domain_u,0,44,70,0,0,0,0,0,0,255,234,0.01,0
http,0,215,584,0,0,0,0,0,0,255,255,0,0
private,0,0,0,0,0,0,0,0,0.07,255,7,0,1
http,0,332,2844,0,0,0,0,0,0,142,255,0.01,0
smtp,1,978,334,0,0,0,0,0,0,128,164,0.01,0
http,0,296,5670,0,0,0,0,0,0,69,255,0.01,0
telnet,0,0,0,0,0,0,0,0,0.06,255,8,0,1
private,0,0,0,0,0,0,0,1,0.06,255,6,0,1
http,0,214,9986,0,0,0,0,0,0,66,255,0.02,0
private,0,0,0,0,0,0,0,0,0.07,255,2,0,1
ntp_u,0,48,48,0,0,0,0,0,0,42,23,0.55,0
http,0,226,1301,0,0,0,0,0,0,14,255,0.07,0
bgp,0,0,0,0,0,0,0,0,0.07,255,12,0,1
urp_i,0,78,0,0,0,0,0,0,0.1,255,16,0.06,0
private,0,0,0,0,0,0,0,0,0.07,255,5,0,1
http,0,0,0,0,0,0,0,1,0,8,38,0.12,0
discard,0,0,0,0,0,0,0,0,0.06,255,19,0,1
private,0,0,0,0,0,0,0,1,0,37,2,0.03,1
private,0,0,0,0,0,0,0,1,1,255,1,0.51,1
http,0,294,3327,0,0,0,0,0,0,57,255,0.02,0
supdup,0,0,0,0,0,0,0,0,0.05,255,3,0,1
http,0,220,1249,0,0,0,0,0,0,159,255,0.01,0
other,0,0,0,0,0,0,0,0.91,1,255,1,0,1
http,0,196,3282,0,0,0,0,0,0,255,255,0,0
http,0,0,0,0,0,0,0,0,0.06,255,13,0,1
http,0,327,4482,0,0,0,0,0,0,58,255,0.02,0
uucp_path,0,0,0,0,0,0,0,1,0.07,255,3,0,1
ftp_data,0,319,0,0,0,0,0,0,0,6,2,0.33,0
smtp,0,1087,302,0,0,0,0,0,0,246,64,0,0
http,0,210,3754,0,0,0,0,0,0,62,255,0.02,0
sql_net,0,0,0,0,0,0,0,0,0.06,255,18,0,1
http,0,0,0,0,0,0,0,1,0,12,255,0.08,0
http,0,234,6282,0,0,0,0,0,0,106,255,0.01,0
eco_i,0,8,0,0,0,0,0,0,0,2,255,1,1
http,0,54540,8314,2,1,0,0,0,0,251,251,0,1
http,0,237,1461,0,0,0,0,0,0,59,255,0.02,0
ftp_data,0,0,0,0,0,0,0,0,0.1,124,62,0.01,1
private,0,0,0,0,0,0,0,0,0.06,255,10,0,1
http,0,200,955,0,0,0,0,0,0,250,255,0,0
http,0,219,657,0,0,0,0,0,0,28,255,0.04,0
http,0,284,5921,0,0,0,0,0,0,49,255,0.02,0
nntp,0,0,0,0,0,0,0,0,0.07,255,12,0,1
http,0,325,426,0,0,0,0,0,0,187,255,0.01,0
courier,0,0,0,0,0,0,0,0,0.07,255,6,0,1
eco_i,0,30,0,0,0,0,0,0,0,247,247,1,0
http,0,335,7902,0,0,0,0,0,0,1,255,1,0
domain_u,0,36,0,0,0,0,0,0,0,67,171,1,0
private,0,0,0,0,0,0,0,0,0.08,255,3,0,1
domain_u,0,43,43,0,0,0,0,0,0,255,255,0.01,0
courier,0,0,0,0,0,0,0,0,0.06,255,8,0,1
http,0,0,0,0,0,0,0,1,0,6,55,0.17,0
private,0,0,0,0,0,0,0,0,0.14,255,12,0,1
private,0,0,0,0,0,0,0,0,0.06,255,4,0,1
http,0,216,1956,0,0,0,0,0,0,12,255,0.08,0
uucp,0,0,0,0,0,0,0,0,0.05,255,8,0,1
domain_u,0,44,78,0,0,0,0,0,0,255,166,0,0
http,0,347,8113,0,0,0,0,0,0,255,255,0,0
smtp,1,570,280,0,0,0,0,0,0,126,104,0.01,0
http,0,219,17540,0,0,0,0,0,0,36,255,0.03,0
other,0,146,0,0,0,0,0,0,1,255,1,0.88,0
ftp,0,0,0,0,0,0,0,0,0.06,255,1,0,1
private,0,0,0,0,0,0,0,0,0.05,120,8,0.01,1
private,0,0,0,0,0,0,0,0,0.07,255,1,0,1
private,0,0,0,0,0,0,0,0,0.06,255,16,0,1
private,31401,1,0,0,0,0,0,1,0,255,2,1,1
private,0,0,0,0,0,0,0,0,0.11,255,11,0,1
eco_i,0,18,0,0,0,0,0,0,0,4,200,1,1
time,0,0,4,0,0,0,0,0,0,25,25,0.04,0
http,0,233,581,0,0,0,0,0,0,255,255,0,0
finger,0,0,0,0,0,0,0,0,0.05,255,19,0,1
ftp_data,0,276,0,0,0,0,0,0,0,76,24,0.17,0
domain_u,0,44,139,0,0,0,0,0,0,255,242,0,0
eco_i,0,8,0,0,0,0,0,0,0,1,41,1,1
telnet,7805,1828,148722,1,19,10,8,0,0,51,7,0.02,0
http,0,200,764,0,0,0,0,0,0,23,255,0.04,0
domain_u,0,46,46,0,0,0,0,0,0,255,255,0,0
private,0,0,0,0,0,0,0,0,0.05,255,2,0,1
telnet,0,0,0,0,0,0,0,0,0,135,75,0.01,1
http,0,216,5284,0,0,0,0,0,0,123,255,0.01,0
exec,0,0,0,0,0,0,0,1,0.06,255,4,0,1
http,0,234,997,0,0,0,0,0,0,255,255,0,0
http,0,220,1643,0,0,0,0,0,0,25,255,0.04,0
login,0,0,0,0,0,0,0,0,0.06,255,14,0,1
private,0,105,146,0,0,0,0,0,0.29,255,226,0.01,0
http,0,0,0,0,0,0,0,1,0,12,255,0.08,0
Z39_50,0,0,0,0,0,0,0,0,0.06,255,11,0,1
private,0,0,0,0,0,0,0,0,0.06,255,9,0,1
private,0,0,0,0,0,0,0,0,0.06,255,9,0,1
http,0,288,2881,0,0,0,0,0,0,14,255,0.07,0
uucp,0,0,0,0,0,0,0,1,0.07,255,3,0,1
private,0,0,0,0,0,0,0,0,0.07,255,5,0,1
private,0,1,0,0,0,0,0,0,0.17,255,24,0.6,1
private,0,28,0,0,0,0,0,0,0,255,21,0.08,1
http,0,279,494,0,0,0,0,0,0,255,255,0,0
ecr_i,0,1032,0,0,0,0,0,0,0,255,255,1,1
ftp_data,0,192,0,0,0,0,0,0,0,255,115,0.45,0
telnet,7,105,1401,0,0,0,0,0,0,84,1,0.01,0
private,0,0,0,0,0,0,0,1,0,27,2,0.04,1
smtp,10,1330,282,0,0,0,0,0,0,255,142,0,0
ecr_i,0,520,0,0,0,0,0,0,0,153,153,1,1
ftp_data,0,0,0,0,0,0,0,0,0.09,255,64,0.02,1
http,0,230,362,0,0,0,0,0,0,121,255,0.01,0
domain_u,0,44,110,0,0,0,0,0,0,255,255,0,0
http,0,271,3582,0,0,0,0,0,0,12,255,0.08,0
http,0,179,1668,0,0,0,0,0,0,52,255,0.02,0
ftp_data,0,852,0,0,0,0,0,0,0,219,39,0.13,0
http,0,222,310,0,0,0,0,0,0,170,255,0.01,0
http,0,314,4137,0,0,0,0,0,0,255,255,0,0
login,0,0,0,0,0,0,0,1,0.06,255,10,0,1
http,0,230,6880,0,0,0,0,0,0,24,255,0.04,0
whois,0,0,0,0,0,0,0,0,0.08,255,6,0,1
ctf,0,0,0,0,0,0,0,0,0.06,255,1,0,1
smtp,0,857,327,0,0,0,0,0,0,173,132,0.01,0
http,0,234,1707,0,0,0,0,0,0,9,255,0.11,0
ecr_i,0,1032,0,0,0,0,0,0,0,255,200,0.78,1
private,0,28,0,0,0,0,0,0,0,255,68,0.27,1
